TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
1368000000.0	8443756.6	3514457.6	33737751.0
1369000000.0	8443797.3	3514464.3	33738457.5
1370000000.0	8443837.9	3514471.0	33739163.1
1371000000.0	8443878.5	3514477.7	33739867.7
1372000000.0	8443919.0	3514484.4	33740571.2
1373000000.0	8443959.4	3514491.1	33741273.8
1374000000.0	8443999.8	3514497.7	33741975.4
1375000000.0	8444040.2	3514504.4	33742676.0
1376000000.0	8444080.4	3514511.0	33743375.6
1377000000.0	8444120.7	3514517.6	33744074.2
1378000000.0	8444160.8	3514524.2	33744771.8
1379000000.0	8444200.9	3514530.8	33745468.5
1380000000.0	8444241.0	3514537.4	33746164.1
1381000000.0	8444281.0	3514544.0	33746858.8
1382000000.0	8444320.9	3514550.6	33747552.5
1383000000.0	8444360.8	3514557.2	33748245.3
1384000000.0	8444400.6	3514563.8	33748937.0
1385000000.0	8444440.4	3514570.3	33749627.8
1386000000.0	8444480.1	3514576.8	33750317.6
1387000000.0	8444519.7	3514583.4	33751006.5
1388000000.0	8444559.3	3514589.9	33751694.4
1389000000.0	8444598.8	3514596.4	33752381.3
1390000000.0	8444638.3	3514602.9	33753067.3
1391000000.0	8444677.7	3514609.4	33753752.3
1392000000.0	8444717.1	3514615.9	33754436.4
1393000000.0	8444756.4	3514622.4	33755119.5
1394000000.0	8444795.7	3514628.9	33755801.6
1395000000.0	8444834.8	3514635.3	33756482.8
1396000000.0	8444874.0	3514641.8	33757163.1
1397000000.0	8444913.1	3514648.2	33757842.4
1398000000.0	8444952.1	3514654.6	33758520.7
1399000000.0	8444991.1	3514661.1	33759198.1
